No.,Material,Density Measurement Method,Atmosphere,Printed Geom.,Laser Power (W),Scan Speed (mm/s),Hatch space (mm),Layer thickness (mm),Spot size (mm),Geometric Factor,D50 μm,RD (%),Printer Model,DOI,Density (g/cm^3),Specific Heat Capacity (J/kgK),Thermal Conductivity (W/mK),Melting Point (K)
521,IN718,Archimedes method,Nitrogen,Prismatic,300.0,1050.0,0.12,0.038,0.1,41.99793230769231,32.0,97.96,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
522,IN718,Archimedes method,Nitrogen,Prismatic,350.0,900.0,0.1,0.046,0.1,41.99793230769231,32.0,98.21,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
523,IN718,Archimedes method,Nitrogen,Prismatic,180.0,500.0,0.05,0.04,0.1,41.99793230769231,32.0,97.25,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
524,IN718,Archimedes method,Nitrogen,Prismatic,180.0,800.0,0.08,0.04,0.1,41.99793230769231,32.0,97.73,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
525,IN718,Archimedes method,Nitrogen,Prismatic,180.0,1100.0,0.11,0.04,0.1,41.99793230769231,32.0,96.34,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
526,IN718,Archimedes method,Nitrogen,Prismatic,180.0,1400.0,0.14,0.04,0.1,41.99793230769231,32.0,86.76,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
527,IN718,Archimedes method,Nitrogen,Prismatic,230.0,500.0,0.08,0.04,0.1,41.99793230769231,32.0,95.8,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
528,IN718,Archimedes method,Nitrogen,Prismatic,230.0,800.0,0.05,0.04,0.1,41.99793230769231,32.0,97.62,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
529,IN718,Archimedes method,Nitrogen,Prismatic,230.0,1100.0,0.14,0.04,0.1,41.99793230769231,32.0,97.32,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
530,IN718,Archimedes method,Nitrogen,Prismatic,230.0,1400.0,0.11,0.04,0.1,41.99793230769231,32.0,97.13,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
531,IN718,Archimedes method,Nitrogen,Prismatic,280.0,500.0,0.11,0.04,0.1,41.99793230769231,32.0,97.0,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
532,IN718,Archimedes method,Nitrogen,Prismatic,280.0,800.0,0.14,0.04,0.1,41.99793230769231,32.0,97.41,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
533,IN718,Archimedes method,Nitrogen,Prismatic,280.0,1100.0,0.05,0.04,0.1,41.99793230769231,32.0,97.02,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
534,IN718,Archimedes method,Nitrogen,Prismatic,280.0,1400.0,0.08,0.04,0.1,41.99793230769231,32.0,96.95,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
535,IN718,Archimedes method,Nitrogen,Prismatic,330.0,500.0,0.14,0.04,0.1,41.99793230769231,32.0,97.48,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
536,IN718,Archimedes method,Nitrogen,Prismatic,330.0,800.0,0.11,0.04,0.1,41.99793230769231,32.0,97.57,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
537,IN718,Archimedes method,Nitrogen,Prismatic,330.0,1100.0,0.08,0.04,0.1,41.99793230769231,32.0,97.35,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
538,IN718,Archimedes method,Nitrogen,Prismatic,330.0,1400.0,0.05,0.04,0.1,41.99793230769231,32.0,97.75,EOS M290,https://doi.org/10.1016/j.jclepro.2022.133284,8.19,435.0,11.4,1571.15
539,IN718,Archimedes method,Argon,Prismatic,160.0,1250.0,0.11,0.04,0.08,9.999999507692308,32.5,93.153,EOS M280,https://doi.org/10.1007/s00339-023-06642-w,8.19,435.0,11.4,1571.15
540,IN718,Archimedes method,Argon,Prismatic,180.0,1080.0,0.11,0.04,0.08,9.999999507692308,32.5,93.3,EOS M280,https://doi.org/10.1007/s00339-023-06642-w,8.19,435.0,11.4,1571.15
541,IN718,Archimedes method,Argon,Prismatic,200.0,920.0,0.11,0.04,0.08,9.999999507692308,32.5,97.522,EOS M280,https://doi.org/10.1007/s00339-023-06642-w,8.19,435.0,11.4,1571.15
542,IN718,Archimedes method,Argon,Prismatic,280.0,960.0,0.11,0.04,0.08,9.999999507692308,32.5,99.376,EOS M280,https://doi.org/10.1007/s00339-023-06642-w,8.19,435.0,11.4,1571.15
543,IN718,Archimedes method,Argon,Prismatic,180.0,455.0,0.11,0.04,0.08,9.999999507692308,32.5,99.127,EOS M280,https://doi.org/10.1007/s00339-023-06642-w,8.19,435.0,11.4,1571.15
544,IN718,Archimedes method,Argon,Prismatic,200.0,410.0,0.11,0.04,0.08,9.999999507692308,32.5,99.002,EOS M280,https://doi.org/10.1007/s00339-023-06642-w,8.19,435.0,11.4,1571.15
545,IN718,Archimedes method,Argon,Prismatic,160.0,285.0,0.11,0.04,0.08,9.999999507692308,32.5,96.927,EOS M280,https://doi.org/10.1007/s00339-023-06642-w,8.19,435.0,11.4,1571.15
546,IN718,Archimedes method,Argon,Prismatic,320.0,520.0,0.11,0.04,0.08,9.999999507692308,32.5,95.453,EOS M280,https://doi.org/10.1007/s00339-023-06642-w,8.19,435.0,11.4,1571.15
547,IN718,Archimedes method,Argon,Prismatic,280.0,400.0,0.11,0.04,0.08,9.999999507692308,32.5,95.304,EOS M280,https://doi.org/10.1007/s00339-023-06642-w,8.19,435.0,11.4,1571.15
548,IN718,Archimedes method,Argon,Prismatic,320.0,410.0,0.11,0.04,0.08,9.999999507692308,32.5,95.256,EOS M280,https://doi.org/10.1007/s00339-023-06642-w,8.19,435.0,11.4,1571.15
549,IN718,Image analysis,Argon,Tensile Samples,168.0,1475.0,0.1,0.03,0.08,2.999999905548997,39.98,93.09,ProX DMP 320,https://doi.org/10.1016/j.addma.2020.101425,8.19,435.0,11.4,1571.15
550,IN718,Image analysis,Argon,Tensile Samples,330.0,1770.0,0.1,0.03,0.08,2.999999905548997,39.98,99.77,ProX DMP 320,https://doi.org/10.1016/j.addma.2020.101425,8.19,435.0,11.4,1571.15
551,IN718,Image analysis,Argon,Tensile Samples,220.0,1180.0,0.1,0.03,0.08,2.999999905548997,39.98,99.93,ProX DMP 320,https://doi.org/10.1016/j.addma.2020.101425,8.19,435.0,11.4,1571.15
552,IN718,Archimedes method,Argon,Prismatic,250.0,900.0,0.06,0.046,0.1,29.99852307692307,32.0,98.19,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
553,IN718,Archimedes method,Argon,Prismatic,250.0,900.0,0.1,0.046,0.1,29.99852307692307,32.0,98.77,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
554,IN718,Archimedes method,Argon,Prismatic,200.0,1050.0,0.12,0.054,0.1,29.99852307692307,32.0,95.79,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
555,IN718,Archimedes method,Argon,Prismatic,300.0,750.0,0.08,0.038,0.1,29.99852307692307,32.0,98.68,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
556,IN718,Archimedes method,Argon,Prismatic,250.0,600.0,0.1,0.046,0.1,29.99852307692307,32.0,98.04,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
557,IN718,Archimedes method,Argon,Prismatic,300.0,1050.0,0.08,0.038,0.1,29.99852307692307,32.0,97.8,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
558,IN718,Archimedes method,Argon,Prismatic,250.0,900.0,0.1,0.046,0.1,29.99852307692307,32.0,98.82,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
559,IN718,Archimedes method,Argon,Prismatic,200.0,750.0,0.12,0.054,0.1,29.99852307692307,32.0,98.19,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
560,IN718,Archimedes method,Argon,Prismatic,200.0,750.0,0.08,0.038,0.1,29.99852307692307,32.0,98.19,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
561,IN718,Archimedes method,Argon,Prismatic,300.0,750.0,0.12,0.054,0.1,29.99852307692307,32.0,98.24,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
562,IN718,Archimedes method,Argon,Prismatic,250.0,900.0,0.1,0.046,0.1,29.99852307692307,32.0,98.54,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
563,IN718,Archimedes method,Argon,Prismatic,200.0,750.0,0.08,0.054,0.1,29.99852307692307,32.0,99.65,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
564,IN718,Archimedes method,Argon,Prismatic,200.0,750.0,0.12,0.038,0.1,29.99852307692307,32.0,98.11,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
565,IN718,Archimedes method,Argon,Prismatic,250.0,900.0,0.1,0.046,0.1,29.99852307692307,32.0,99.47,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
566,IN718,Archimedes method,Argon,Prismatic,250.0,900.0,0.1,0.046,0.1,29.99852307692307,32.0,98.68,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
567,IN718,Archimedes method,Argon,Prismatic,350.0,900.0,0.1,0.046,0.1,29.99852307692307,32.0,98.21,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
568,IN718,Archimedes method,Argon,Prismatic,300.0,750.0,0.12,0.038,0.1,29.99852307692307,32.0,97.87,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
569,IN718,Archimedes method,Argon,Prismatic,300.0,1050.0,0.12,0.054,0.1,29.99852307692307,32.0,96.76,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
570,IN718,Archimedes method,Argon,Prismatic,200.0,1050.0,0.08,0.054,0.1,29.99852307692307,32.0,97.54,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
571,IN718,Archimedes method,Argon,Prismatic,200.0,1050.0,0.12,0.038,0.1,29.99852307692307,32.0,96.34,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
572,IN718,Archimedes method,Argon,Prismatic,300.0,1050.0,0.12,0.038,0.1,29.99852307692307,32.0,97.96,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
573,IN718,Archimedes method,Argon,Prismatic,250.0,900.0,0.1,0.046,0.1,29.99852307692307,32.0,98.36,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
574,IN718,Archimedes method,Argon,Prismatic,200.0,1050.0,0.08,0.038,0.1,29.99852307692307,32.0,97.73,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
575,IN718,Archimedes method,Argon,Prismatic,150.0,900.0,0.1,0.046,0.1,29.99852307692307,32.0,97.16,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
576,IN718,Archimedes method,Argon,Prismatic,250.0,900.0,0.1,0.062,0.1,29.99852307692307,32.0,97.79,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
577,IN718,Archimedes method,Argon,Prismatic,250.0,1200.0,0.1,0.046,0.1,29.99852307692307,32.0,98.24,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
578,IN718,Archimedes method,Argon,Prismatic,250.0,900.0,0.1,0.03,0.1,29.99852307692307,32.0,98.1,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
579,IN718,Archimedes method,Argon,Prismatic,250.0,900.0,0.14,0.046,0.1,29.99852307692307,32.0,98.15,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
580,IN718,Archimedes method,Argon,Prismatic,300.0,1050.0,0.08,0.054,0.1,29.99852307692307,32.0,97.45,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
581,IN718,Archimedes method,Argon,Prismatic,300.0,750.0,0.08,0.054,0.1,29.99852307692307,32.0,97.73,EOS M290,https://doi.org/10.1007/s00170-021-08388-2,8.19,435.0,11.4,1571.15
582,IN718,Archimedes method,Argon,NI,155.0,540.0,0.12,0.03,0.1,17.99999934402332,31.9,99.54,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
583,IN718,Archimedes method,Argon,NI,155.0,540.0,0.16,0.03,0.1,17.99999934402332,31.9,99.53,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
584,IN718,Archimedes method,Argon,NI,155.0,680.0,0.12,0.03,0.1,17.99999934402332,31.9,99.56,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
585,IN718,Archimedes method,Argon,NI,155.0,680.0,0.16,0.03,0.1,17.99999934402332,31.9,98.92,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
586,IN718,Archimedes method,Argon,NI,175.0,610.0,0.14,0.03,0.1,17.99999934402332,31.9,99.94,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
587,IN718,Archimedes method,Argon,NI,195.0,540.0,0.12,0.03,0.1,17.99999934402332,31.9,99.49,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
588,IN718,Archimedes method,Argon,NI,195.0,540.0,0.16,0.03,0.1,17.99999934402332,31.9,99.58,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
589,IN718,Archimedes method,Argon,NI,195.0,680.0,0.12,0.03,0.1,17.99999934402332,31.9,99.46,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
590,IN718,Archimedes method,Argon,NI,195.0,680.0,0.16,0.03,0.1,17.99999934402332,31.9,99.4,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
591,IN718,Image analysis,Argon,NI,155.0,540.0,0.12,0.03,0.1,17.99999934402332,31.9,99.84,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
592,IN718,Image analysis,Argon,NI,155.0,540.0,0.16,0.03,0.1,17.99999934402332,31.9,99.92,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
593,IN718,Image analysis,Argon,NI,155.0,680.0,0.12,0.03,0.1,17.99999934402332,31.9,99.14,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
594,IN718,Image analysis,Argon,NI,155.0,680.0,0.16,0.03,0.1,17.99999934402332,31.9,96.55,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
595,IN718,Image analysis,Argon,NI,175.0,610.0,0.14,0.03,0.1,17.99999934402332,31.9,99.16,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
596,IN718,Image analysis,Argon,NI,195.0,540.0,0.12,0.03,0.1,17.99999934402332,31.9,96.81,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
597,IN718,Image analysis,Argon,NI,195.0,540.0,0.16,0.03,0.1,17.99999934402332,31.9,96.4,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
598,IN718,Image analysis,Argon,NI,195.0,680.0,0.12,0.03,0.1,17.99999934402332,31.9,94.75,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
599,IN718,Image analysis,Argon,NI,195.0,680.0,0.16,0.03,0.1,17.99999934402332,31.9,97.33,SLM 280HL,https://doi.org/10.1016/j.proeng.2017.01.179,8.19,435.0,11.4,1571.15
600,Ti6Al4V,Image analysis,NI,Prismatic,50.0,500.0,0.101010101010101,0.03,0.1,15.99940465116279,30.0,77.9756,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
601,Ti6Al4V,Image analysis,NI,Prismatic,50.0,750.0,0.101010101010101,0.03,0.1,15.99940465116279,30.0,54.945,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
602,Ti6Al4V,Image analysis,NI,Prismatic,50.0,1000.0,0.1041666666666667,0.03,0.1,15.99940465116279,30.0,45.073,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
603,Ti6Al4V,Image analysis,NI,Prismatic,50.0,1200.0,0.1068376068376068,0.03,0.1,15.99940465116279,30.0,34.83920000000001,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
604,Ti6Al4V,Image analysis,NI,Prismatic,100.0,500.0,0.101010101010101,0.03,0.1,15.99940465116279,30.0,99.825,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
605,Ti6Al4V,Image analysis,NI,Prismatic,100.0,750.0,0.101010101010101,0.03,0.1,15.99940465116279,30.0,93.94200000000001,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
606,Ti6Al4V,Image analysis,NI,Prismatic,100.0,1000.0,0.101010101010101,0.03,0.1,15.99940465116279,30.0,79.925,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
607,Ti6Al4V,Image analysis,NI,Prismatic,100.0,1200.0,0.102880658436214,0.03,0.1,15.99940465116279,30.0,74.925,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
608,Ti6Al4V,Image analysis,NI,Prismatic,150.0,500.0,0.1,0.03,0.1,15.99940465116279,30.0,92.167,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
609,Ti6Al4V,Image analysis,NI,Prismatic,150.0,750.0,0.101010101010101,0.03,0.1,15.99940465116279,30.0,99.947,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
610,Ti6Al4V,Image analysis,NI,Prismatic,150.0,1000.0,0.1,0.03,0.1,15.99940465116279,30.0,99.963,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
611,Ti6Al4V,Image analysis,NI,Prismatic,150.0,1200.0,0.1016260162601626,0.03,0.1,15.99940465116279,30.0,95.036,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
612,Ti6Al4V,Image analysis,NI,Prismatic,195.0,500.0,0.1,0.03,0.1,15.99940465116279,30.0,91.221,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
613,Ti6Al4V,Image analysis,NI,Prismatic,195.0,750.0,0.1007751937984496,0.03,0.1,15.99940465116279,30.0,98.367,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
614,Ti6Al4V,Image analysis,NI,Prismatic,195.0,1000.0,0.1,0.03,0.1,15.99940465116279,30.0,99.827,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
615,Ti6Al4V,Image analysis,NI,Prismatic,195.0,1200.0,0.1003086419753086,0.03,0.1,15.99940465116279,30.0,99.837,EOS M270,https://doi.org/10.1007/s40964-017-0030-2,4.43,526.3,6.7,1905.15
616,Ti6Al4V,Image analysis,Argon,Other,100.0,700.0,0.12,0.05,0.082,15.99930612244898,43.0,97.59,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
617,Ti6Al4V,Image analysis,Argon,Other,275.0,700.0,0.12,0.05,0.082,15.99930612244898,43.0,98.68,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
618,Ti6Al4V,Image analysis,Argon,Other,100.0,1100.0,0.12,0.05,0.082,15.99930612244898,43.0,74.04,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
619,Ti6Al4V,Image analysis,Argon,Other,275.0,1100.0,0.12,0.05,0.082,15.99930612244898,43.0,99.97,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
620,Ti6Al4V,Image analysis,Argon,Other,275.0,1100.0,0.12,0.05,0.082,15.99930612244898,43.0,99.6,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
621,Ti6Al4V,Image analysis,Argon,Other,100.0,700.0,0.12,0.05,0.082,15.99930612244898,43.0,97.06,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
622,Ti6Al4V,Image analysis,Argon,Other,100.0,1100.0,0.12,0.05,0.082,15.99930612244898,43.0,81.33,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
623,Ti6Al4V,Image analysis,Argon,Other,275.0,700.0,0.12,0.05,0.082,15.99930612244898,43.0,99.37,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
624,Ti6Al4V,Image analysis,Argon,Other,275.0,1100.0,0.12,0.05,0.082,15.99930612244898,43.0,99.69,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
625,Ti6Al4V,Image analysis,Argon,Other,100.0,700.0,0.12,0.05,0.082,15.99930612244898,43.0,98.68,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
626,Ti6Al4V,Image analysis,Argon,Other,275.0,700.0,0.12,0.05,0.082,15.99930612244898,43.0,99.43,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
627,Ti6Al4V,Image analysis,Argon,Other,100.0,1100.0,0.12,0.05,0.082,15.99930612244898,43.0,82.33,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
628,Ti6Al4V,Image analysis,Argon,Other,100.0,1100.0,0.12,0.05,0.082,15.99930612244898,43.0,91.17,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
629,Ti6Al4V,Image analysis,Argon,Other,100.0,700.0,0.12,0.05,0.082,15.99930612244898,43.0,98.93,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
630,Ti6Al4V,Image analysis,Argon,Other,275.0,1100.0,0.12,0.05,0.082,15.99930612244898,43.0,99.35,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
631,Ti6Al4V,Image analysis,Argon,Other,275.0,700.0,0.12,0.05,0.082,15.99930612244898,43.0,99.51,SLM-280HL,https://doi.org/10.3390/ma12060930,4.43,526.3,6.7,1905.15
632,Ti6Al4V,Archimedes method,NI,Prismatic,40.0,200.0,0.04,0.02,0.07,15.99931972789116,31.06041,93.1476,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
633,Ti6Al4V,Archimedes method,NI,Prismatic,60.0,200.0,0.05,0.02,0.07,15.99931972789116,31.06041,91.612,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
634,Ti6Al4V,Archimedes method,NI,Prismatic,80.0,200.0,0.06,0.02,0.07,15.99931972789116,31.06041,93.7522,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
635,Ti6Al4V,Archimedes method,NI,Prismatic,100.0,200.0,0.07,0.02,0.07,15.99931972789116,31.06041,94.4424,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
636,Ti6Al4V,Archimedes method,NI,Prismatic,40.0,200.0,0.05,0.025,0.07,15.99931972789116,31.06041,87.5107,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
637,Ti6Al4V,Archimedes method,NI,Prismatic,60.0,200.0,0.04,0.025,0.07,15.99931972789116,31.06041,92.2501,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
638,Ti6Al4V,Archimedes method,NI,Prismatic,80.0,200.0,0.07,0.025,0.07,15.99931972789116,31.06041,92.4679,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
639,Ti6Al4V,Archimedes method,NI,Prismatic,100.0,200.0,0.06,0.025,0.07,15.99931972789116,31.06041,90.8294,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
640,Ti6Al4V,Archimedes method,NI,Prismatic,40.0,200.0,0.06,0.03,0.07,15.99931972789116,31.06041,89.4784,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
641,Ti6Al4V,Archimedes method,NI,Prismatic,60.0,200.0,0.07,0.03,0.07,15.99931972789116,31.06041,86.2579,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
642,Ti6Al4V,Archimedes method,NI,Prismatic,80.0,200.0,0.04,0.03,0.07,15.99931972789116,31.06041,90.8902,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
643,Ti6Al4V,Archimedes method,NI,Prismatic,100.0,200.0,0.05,0.03,0.07,15.99931972789116,31.06041,91.8215,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
644,Ti6Al4V,Archimedes method,NI,Prismatic,40.0,200.0,0.07,0.035,0.07,15.99931972789116,31.06041,83.8477,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
645,Ti6Al4V,Archimedes method,NI,Prismatic,60.0,200.0,0.06,0.035,0.07,15.99931972789116,31.06041,88.0555,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
646,Ti6Al4V,Archimedes method,NI,Prismatic,80.0,200.0,0.05,0.035,0.07,15.99931972789116,31.06041,89.8093,DiMetal-280,http://dx.doi.org/10.1016/j.optlastec.2012.12.002,4.43,526.3,6.7,1905.15
